Id;Encontrado;Nombre;Efecto;Tipo
476;0;D1;Duplica un recurso al azar en la habitacion.;ACTIVO
477;0;VOID;Consume todos los objetos en pedestales en la habitacion. los objetos activables sumaran su efecto a void, y los efectos pasivos daran mejoras de estadisticas.;ACTIVO
478;0;PAUSE;Congela a todos los enemigos hasta que se presione un boton de disparo.;ACTIVO
479;0;SMELTER;Consume la baratija actual de isaac y aplica su efecto permanentemente.;ACTIVO
480;0;COMPOST;Duplica las moscas y aranas azules, o hace aparecer una si isaac no tiene ninguna. convierte todos los recursos de la habitacion actual en moscas y aranas azules.;ACTIVO
481;0;DATAMINER;Desplaza los sprites de la habitacion actual y aumenta una estadistica al azar mientras disminuye otra.;ACTIVO
482;0;CLICKER;Transforma a isaac en un personaje al azar y elimina el ultimo objeto que haya recogido.;PASIVO
483;0;MAMA MEGA!;Dana a todos los enemigos y destruye todos los obstaculos. el efecto se activa cada vez que se entra en una nueva habitacion durante el piso actual.;ACTIVO
484;0;WAIT WHAT?;Isaac suelta un gas mientras lanza terremotos.;ACTIVO
485;0;CROOKED PENNY;Tiene un 50% de probabilidad de duplicar todos los objetos y recursos en la habitacion actual o hacerlos desaparecer y dejar una moneda en su lugar.;ACTIVO
486;0;DULL RAZOR;Dana a isaac sin quitarle vida, activando cualquier efecto que requiera de recibir dano.;ACTIVO
487;0;POTATO PEELER;Remueve un contenedor de vida, aumenta el dano y rango y da un cube of meat.;ACTIVO
488;0;METRONOME;Da el efecto de un objeto al azar durante la habitacion actual.;ACTIVO
489;0;D INFINITY;Da el efecto de un dado al azar que cambia con cada uso.;ACTIVO
490;0;EDEN'S SOUL;Hace aparecer dos pedestales de objeto y desaparece. comienza sin cargas.;ACTIVO
491;0;ACID BABY;Hace aparecer un familiar que suelta una pildora cada 3 habitaciones. al usar una pildora, envenena a todos los enemigos de la habitacion.;PASIVO
492;0;YO LISTEN!;Da suerte +1. un familiar que senala la ubicacion de las habitaciones secretas, entradas a espacios subterraneos y rocas marcadas.;PASIVO
493;0;ADRENALINE;Aumenta el dano dependiendo del numero de contenedores de vida roja vacios de isaac.;PASIVO
494;0;JACOB'S LADDER;Las lagrimas lanzan descargas electricas en direcciones al azar al golpear a un enemigo u obstaculo.;PASIVO
495;0;GHOST PEPPER;Puede disparar fuegos junto con las lagrimas que bloquean proyectiles y causan dano por contacto. ;PASIVO
496;0;EUTHANASIA;Puede disparar jeringas que matan instantaneamente a los enemigos normales y causan el triple de dano a los jefes. si la aguja mata a un enemigo, este explota en lagrimas con los efectos de isaac.;PASIVO
497;0;CAMO UNDIES;Isaac se camufla al comenzar cada habitacion hasta que dispare. los enemigos no-jefes seran confundidos.;PASIVO
498;0;DUALITY;Cuando fuera a aparecer la habitacion del diablo o habitacion del angel tras vencer al jefe, aparecen ambas habitaciones. solo se puede entrar en una.;PASIVO
499;0;EUCHARIST;La habitacion del angel aparecera siempre despues de vencer al jefe del piso, excepto en el primer piso y despues de the womb ii.;PASIVO
500;0;SACK OF SACKS;Un familiar que suelta un saco cada 5-6 habitaciones.;PASIVO
501;0;GREED'S GULLET;Da un contenedor de vida roja por cada 25 monedas que tenga isaac.;PASIVO
502;0;LARGE ZIT;Puede disparar una lagrima de creep que hace doble dano y deja creep que ralentiza.;PASIVO
503;0;LITTLE HORN;Puede disparar una lagrima perforante que mata instantaneamente a cualquier enemigo que toque.;PASIVO
504;0;BROWN NUGGET;Hace aparecer una mosca torreta estacionaria que dispara a los enemigos cercanos.;ACTIVO
505;0;POKE GO;Al entrar en una habitacion con enemigos, puede generar un enemigo aliado al azar que se mantiene entre habitaciones.;PASIVO
506;0;BACKSTABBER;Las lagrimsa de isaac causan el doble de dano y causan sangrado en los enemigos si estos estan viendo en la direccion opuesta de isaac.;PASIVO
507;0;SHARP STRAW;Dana a todos los enemigos de la habitacion. tiene una probabilidad de soltar medio corazon rojo por cada enemigo impactado.;ACTIVO
508;0;MOM'S RAZOR;Un orbital que causa dano por contacto e inflige sangrado en los enemigos, provocando que reciban dano con el tiempo.;PASIVO
509;0;BLOODSHOOT EYE;Hace aparecer un familiar orbital que causa 30 de dano por segundo y dispara una lagrima en un angulo aleatorio cada 2 segundos.;PASIVO
510;0;DELIRIOUS;Hace aparecer a delirium como un jefe aliado que pelea junto a isaac.;ACTIVO
511;0;ANGRY FLY;Hace aparecer un familiar mosca que orbita alrededor de un enemigo al azar y causa 30 de dano a los enemigos con los que entre en contacto.;PASIVO
512;0;BLACK HOLE;Lanza un agujero negro al piso que atrae a los enemigos y les causa dano. tambien destruye obstaculos en un gran area a su alrededor.;ACTIVO
513;0;BOZO;Da un aumento plano de dano +0.1 y un corazon de alma. los enemigos pueden ser enamorados o aterrorizados al azar durante un breve momento. recibir dano puede hacer aparecer una caca arcoiris.;PASIVO
514;0;BROKEN MODEM;Los enemigos y proyectiles seran congelados brevemente en su posicion durante intervalos aleatorios.;PASIVO
515;0;MYSTERY GIFT;Genera un objeto al azar de la fuente de obtencion de la habitacion actual, con una probabilidad de generar a lump of coal o the poop en su lugar.;ACTIVO
516;0;SPRINKLER;Hace aparecer un aspersor que gira y dispara lagrimas.;ACTIVO
517;0;FAST BOMBS;Da 7 bombas y permite colocar bombas rapidamente.;PASIVO
518;0;BUDDY IN A BOX;Hace aparecer un familiar con un efecto de lagrima al azar. el familiar es cambiado al comenzar cada piso.;PASIVO
519;0;LIL DELIRIUM;Un familiar que se transforma en otros familiares al azar cada 10 segundos.;PASIVO
520;0;JUMPER CABLES;Da una carga por cada 15 enemigos matados.;PASIVO
521;0;COUPON;Da una carga por cada 15 enemigos matados.;PASIVO
522;0;TELEKINESIS;Durante 2 segundos, cualquier proyectil enemigo que fuera hacia isaac sera detenido. cuando se agota la carga, son disparados de vuelta como lagrimas de isaac.;ACTIVO
523;0;MOVING BOX;Si la caja esta vacia, recoge todos los objetos y recursos de la habitacion y los almacena. si la caja no esta vacia, coloca todos los objetos y recursos almacenados en la habitacion actual.;ACTIVO
524;0;TECHNOLOGY ZERO;Conecta las lagrimas de isaac con electricidad que puede danar a los enemigos.;PASIVO
525;0;LEPROSY;Al recibir dano da un orbital que bloquea proyectiles y causa 7 de dano por tick a los enemigos por contacto. se destruyen si reciben suficiente dano.;PASIVO
526;0;7 SEALS;Hace aparecer un jinete del apocalipsis como familiar que cambia cada 10 segundos. cada uno tiene un comportamiento diferente y langostas tematicas.;PASIVO
527;0;MR. ME!;Invoca un fantasma controlable que puede realizar varias tareas dependiendo de su objetivo.;ACTIVO
528;0;ANGELIC PRISM;Hace aparecer un familiar que orbita lejos de isaac. las lagrimas que atraviesen el prisma se dividen en cuatro lagrimas de colores.;PASIVO
529;0;POP!;Reemplaza las lagrimas de isaac por globos oculares que pueden rebotar entre si. no estan limitados por el rango y desaparecen cuando dejan de moverse o al golpear a un enemigo u obstaculo.;PASIVO
530;0;DEATH'S LIST;Da un recurso o mejora de estadisticas si todos los enemigos de la habitacion son matados en el orden marcado.;PASIVO
531;0;HAEMOLACRIA;Las lagrimas se disparan en un arco. al golpear el suelo, un obstaculo o enemigo, explota en varias lagrimas en todas las direcciones. mejora la cadencia.;PASIVO
532;0;LACHRYPHAGY;Las lagrimas desaceleran mientras viajan. al detenerse o golpear un obstaculo, explotan en 8 lagrimas en todas las direcciones. las lagrimas crecen al absorber otras lagrimas de isaac, aumentando su dano.;PASIVO
533;0;TRISAGION;Las lagrimas son reemplazadas por disparos de luz que atraviesan a los enemigos y pueden danar al mismo enemigo multiples veces.;PASIVO
534;0;SCHOOLBAG;Permite llevar dos objetos activables.;PASIVO
535;0;BLANKET;Da un corazon de alma. al entrar en la habitacion del jefe, da un escudo que bloquea el primer impacto, similar al efecto de holy mantle.;PASIVO
536;0;SACRIFICIAL ALTAR;Sacrifica hasta a 2 familiares y hace aparecer un objeto de la fuente de obtencion del diablo por cada familiar sacrificado. convierte a todas las moscas y aranas azules en monedas.;ACTIVO
537;0;LIL SPEWER;Suelta una pildora y da un familiar que carga un ataque y dispara creep. usar pildoras cambia el tipo de creep.;PASIVO
538;0;MARBLES;Hace aparecer 3 baratijas. tiene un 5% de probabilidad de consumir una baratija al recibir dano, ganando su efecto permanentemente.;PASIVO
539;0;MYSTERY EGG;Un familiar huevo que genera monstruos aliados cuando isaac recibe dano. se regenera al entrar en una habitacion diferente.;PASIVO
540;0;FLAT STONE;Las lagrimas rebotan por el piso, creando salpicaduras. las salpicaduras causan 25% del dano de isaac en un area pequena.;PASIVO
541;0;MARROW;Da un corazon de hueso y hace aparecer tres corazones rojos.;PASIVO
542;0;SLIPPED RIB;Un familiar que orbita alrededor de isaac y refleja proyectles.;PASIVO
543;0;HALLOWED GROUND;Un familiar caca blanca sigue a isaac, y se convierte en una caca blanca cuando isaac recibe dano. mientras este en su aura, mejora su cadencia y puede anular el dano.;PASIVO
544;0;POINTY RIB;Un familiar que ataca frente a isaac, causando dano igual al dano de isaac.;PASIVO
545;0;BOOK OF THE DEAD;Al activarlo, tiene una probabilidad de hacer aparecer un bony aliado o hueso orbital por cada enemigo matado en la habitacion actual.;ACTIVO
546;0;DAD'S RING;Crea un anillo de luz alrededor de isaac que petrifica a los enemigos con los que entra en contacto.;PASIVO
547;0;DIVORCE PAPERS;Da un corazon de hueso, lagrimas +0.7 y suelta mysterious paper.;PASIVO
548;0;JAW BONE;Un familiar que vuela por la habitacion mientras isaac este disparando, causando 7 de dano y trayendo recursos.;PASIVO
549;0;BRITTLE BONES;Reemplaza todos los corazones rojos por 6 corazones de hueso vacios. al perder un corazon de hueso, isaac lanzara lagrimas de hueso en 8 direcciones y mejorara su cadencia permanentemente.;PASIVO
550;0;BROKEN SHOVEL;Mientras se lleve encima, causa que multiples pies de mom intenten pisar a isaac. es una de las partes necesarias para crear mom's shovel. activarlo detiene los pisotones durante la habitacion actual.;ACTIVO
552;0;MOM'S SHOVEL;Hace aparecer una trampilla que lleva al siguiente piso. desbloquea a the forgotten al usarlo en el monton de tierra removida que aparece en dark room.;ACTIVO
