ID;ENCONTRADO;ITEM;EFECTO;
506;0;BACKSTABBER;Las lagrimsa de Isaac causan el doble de daNo y causan sangrado en los enemigos si estos estan viendo en la direccion opuesta de Isaac.;
507;0;SHARP STRAW;DaNa a todos los enemigos de la habitacion. Tiene una probabilidad de soltar medio corazon rojo por cada enemigo impactado.;
508;0;MOM'S RAZOR;Un orbital que causa daNo por contacto e inflige sangrado en los enemigos, provocando que reciban daNo con el tiempo.;
509;0;BLOODSHOOT EYE;Hace aparecer un familiar orbital que causa 30 de daNo por segundo y dispara una lagrima en un angulo aleatorio cada 2 segundos.;
510;0;DELIRIOUS;Hace aparecer a Delirium como un jefe aliado que pelea junto a Isaac.;
511;0;ANGRY FLY;Hace aparecer un familiar mosca que orbita alrededor de un enemigo al azar y causa 30 de daNo a los enemigos con los que entre en contacto.;
512;0;BLACK HOLE;Lanza un agujero negro al piso que atrae a los enemigos y les causa daNo. Tambien destruye obstaculos en un gran area a su alrededor.;
513;0;BOZO;Da un aumento plano de DaNo +0.1 y un corazon de alma. Los enemigos pueden ser enamorados o aterrorizados al azar durante un breve momento. Recibir daNo puede hacer aparecer una caca arcoiris.;
514;0;BROKEN MODEM;Los enemigos y proyectiles seran congelados brevemente en su posicion durante intervalos aleatorios.;
515;0;MYSTERY GIFT;Genera un objeto al azar de la fuente de obtencion de la habitacion actual, con una probabilidad de generar A Lump of Coal o The Poop en su lugar.;
516;0;SPRINKLER;Hace aparecer un aspersor que gira y dispara lagrimas.;
517;0;FAST BOMBS;Da 7 bombas y permite colocar bombas rapidamente.;
518;0;BUDDY IN A BOX;Hace aparecer un familiar con un efecto de lagrima al azar. El familiar es cambiado al comenzar cada piso.;
519;0;LIL DELIRIUM;Un familiar que se transforma en otros familiares al azar cada 10 segundos.;
520;0;JUMPER CABLES;Da una carga por cada 15 enemigos matados.;
521;0;COUPON;Da una carga por cada 15 enemigos matados.;
522;0;TELEKINESIS;Durante 2 segundos, cualquier proyectil enemigo que fuera hacia Isaac sera detenido. Cuando se agota la carga, son disparados de vuelta como lagrimas de Isaac.;
523;0;MOVING BOX;Si la caja esta vacia, recoge todos los objetos y recursos de la habitacion y los almacena. Si la caja no esta vacia, coloca todos los objetos y recursos almacenados en la habitacion actual.;
524;0;TECHNOLOGY ZERO;Conecta las lagrimas de Isaac con electricidad que puede daNar a los enemigos.;
525;0;LEPROSY;Al recibir daNo da un orbital que bloquea proyectiles y causa 7 de daNo por tick a los enemigos por contacto. Se destruyen si reciben suficiente daNo.;
526;0;7 SEALS;Hace aparecer un Jinete del Apocalipsis como familiar que cambia cada 10 segundos. Cada uno tiene un comportamiento diferente y langostas tematicas.;
527;0;MR. ME!;Invoca un fantasma controlable que puede realizar varias tareas dependiendo de su objetivo.;
528;0;ANGELIC PRISM;Hace aparecer un familiar que orbita lejos de Isaac. Las lagrimas que atraviesen el prisma se dividen en cuatro lagrimas de colores.;
529;0;POP!;Reemplaza las lagrimas de Isaac por globos oculares que pueden rebotar entre si. No estan limitados por el rango y desaparecen cuando dejan de moverse o al golpear a un enemigo u obstaculo.;
530;0;DEATH'S LIST;Da un recurso o mejora de estadisticas si todos los enemigos de la habitacion son matados en el orden marcado.;
531;0;HAEMOLACRIA;Las lagrimas se disparan en un arco. Al golpear el suelo, un obstaculo o enemigo, explota en varias lagrimas en todas las direcciones. Mejora la cadencia.;
532;0;LACHRYPHAGY;Las lagrimas desaceleran mientras viajan. Al detenerse o golpear un obstaculo, explotan en 8 lagrimas en todas las direcciones. Las lagrimas crecen al absorber otras lagrimas de Isaac, aumentando su daNo.;
533;0;TRISAGION;Las lagrimas son reemplazadas por disparos de luz que atraviesan a los enemigos y pueden daNar al mismo enemigo multiples veces.;
534;0;SCHOOLBAG;Permite llevar dos objetos activables.;
535;0;BLANKET;Da un corazon de alma. Al entrar en la habitacion del jefe, da un escudo que bloquea el primer impacto, similar al efecto de Holy Mantle.;
536;0;SACRIFICIAL ALTAR;Sacrifica hasta a 2 familiares y hace aparecer un objeto de la fuente de obtencion del diablo por cada familiar sacrificado. Convierte a todas las moscas y araNas azules en monedas.;
537;0;LIL SPEWER;Suelta una pildora y da un familiar que carga un ataque y dispara creep. Usar pildoras cambia el tipo de creep.;
538;0;MARBLES;Hace aparecer 3 baratijas. Tiene un 5% de probabilidad de consumir una baratija al recibir daNo, ganando su efecto permanentemente.;
539;0;MYSTERY EGG;Un familiar huevo que genera monstruos aliados cuando Isaac recibe daNo. Se regenera al entrar en una habitacion diferente.;
540;0;FLAT STONE;Las lagrimas rebotan por el piso, creando salpicaduras. Las salpicaduras causan 25% del daNo de Isaac en un area pequeNa.;
541;0;MARROW;Da un corazon de hueso y hace aparecer tres corazones rojos.;
542;0;SLIPPED RIB;Un familiar que orbita alrededor de Isaac y refleja proyectles.;
543;0;HALLOWED GROUND;Un familiar caca blanca sigue a Isaac, y se convierte en una caca blanca cuando Isaac recibe daNo. Mientras este en su aura, mejora su cadencia y puede anular el daNo.;
544;0;POINTY RIB;Un familiar que ataca frente a Isaac, causando daNo igual al daNo de Isaac.;
545;0;BOOK OF THE DEAS;Al activarlo, tiene una probabilidad de hacer aparecer un Bony aliado o hueso orbital por cada enemigo matado en la habitacion actual.;
546;0;DAD'S RING;Crea un anillo de luz alrededor de Isaac que petrifica a los enemigos con los que entra en contacto.;
547;0;DIVORCE PAPERS;Da un corazon de hueso, Lagrimas +0.7 y suelta Mysterious Paper.;
548;0;JAW BONE;Un familiar que vuela por la habitacion mientras Isaac este disparando, causando 7 de daNo y trayendo recursos.;
549;0;BRITTLE BONES;Reemplaza todos los corazones rojos por 6 corazones de hueso vacios. Al perder un corazon de hueso, Isaac lanzara lagrimas de hueso en 8 direcciones y mejorara su cadencia permanentemente.;
550;0;BROKEN SHOVEL;Mientras se lleve encima, causa que multiples pies de Mom intenten pisar a Isaac. Es una de las partes necesarias para crear Mom's Shovel. Activarlo detiene los pisotones durante la habitacion actual.;
552;0;MOM'S SHOVEL;Hace aparecer una trampilla que lleva al siguiente piso. Desbloquea a The Forgotten al usarlo en el monton de tierra removida que aparece en Dark Room.;
